longitude,latitude,housing_median_age,median_income,rooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
1.2725865624715638,-1.3728111990669665,0.3484902466663322,-0.32619600376929286,-0.15274199585798556,-0.1985664208699694,0.9257562634444998,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,2.629758163056997
0.709162124420041,-0.8766960138236605,1.618118125303759,-0.03584337669866782,-0.5619431085845957,0.3776711004672494,-1.639499631493293,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,2.629758163056997
-0.44760309352645633,-0.4601464714967377,-1.952710283364004,0.14470144729641415,0.27597879392849245,-0.6779847724733347,-0.17564855415576208,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,2.629758163056997
1.2326981066803062,-1.382171862939483,0.5865454739108498,-1.0178643798132792,-0.9502200185022539,0.8256068174632896,1.2234149661712077,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,2.629758163056997
-0.10855121930075651,0.5320838989898743,1.142007670814724,-0.17148830990963268,0.6626306738912732,-0.5583972018706644,-0.7504000689200421,1.4693475449216777,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-1.1356789559256615,0.8316251429103606,-0.6830824047265771,1.4399188815647979,0.6707770025377708,-0.9380315267077888,0.5813505837089836,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
0.8038972069242786,-0.7503270515447072,-0.04826846540786368,-0.7150133036121046,-0.6642631578498509,0.635093571562947,0.7187400564592767,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-1.4697447731774516,1.0609614077869802,0.6658972163256889,2.157529416728497,0.5325778878318008,-0.9923634461706526,-0.614255374927627,-0.6805741796460443,-0.015566205714900916,2.811787486157856,-0.3802631032952236
0.8387996057416263,-0.7082040641183873,-1.8733585409491647,-1.2502410075556405,-1.2934013343338817,1.210148659061066,-0.29190575930947577,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
0.8936462324546063,-0.7596877154172206,-1.8733585409491647,1.3369379624681264,0.9286336872757911,-1.0784111304459743,0.6141155666435543,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-1.429856317386194,0.9720351009980871,1.8561733525482766,0.17642020055209487,0.338452045231909,-0.1979269821222436,1.0528753664375776,-0.6805741796460443,-0.015566205714900916,2.811787486157856,-0.3802631032952236
0.6144270419158034,-0.7830893750985106,-0.2863236926523812,-0.8667276714194903,-1.6627718913768852,2.0431449874650407,0.1347404879179737,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-0.06866276350949894,0.8503464706553906,-1.2385446016304513,-0.5281667405596027,0.7924417920600064,-0.43580370847984473,-0.5593319255384103,1.4693475449216777,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-1.145651069873474,0.7895021554840407,0.5865454739108498,-0.9366244604647068,-1.9024920094671756,2.5521102769747745,2.5760309086740865,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
0.6194130988897062,-0.6848024044371007,1.3800628980592415,-0.5609882981503317,-0.3702434909458724,0.08143025264021721,-0.5797954402537927,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
0.6742597256026862,-0.8205320305885705,0.5865454739108498,-0.3749819669721523,-0.1264048037314932,-0.24826558447331312,0.8749380670065039,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-1.0309717594736114,0.48060024769104104,1.8561733525482766,-0.5190292189263438,0.08300632618701653,-0.29583447027820964,-0.25348081133901273,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-0.8764039932824839,1.1171253910220735,-0.6830824047265771,0.2759876776593301,0.4383809288596306,-0.608021610377523,0.04599687862538263,1.4693475449216777,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
0.5745385861245388,-0.6192777573294941,0.4278419890811714,0.18498006277175663,-0.16948941532803508,-0.32156292488702287,0.8950388502815187,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
0.6493294407331511,-0.8018107028435405,-0.6037306623117379,-1.285478231785047,-1.8542296986574096,2.006131944226922,1.7955381228803675,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
1.1180187962804362,-0.6941630683096174,0.18978676183665386,-0.8860530045289117,-0.3162552581097245,0.1592206192544965,0.31979737594276464,1.4693475449216777,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-1.1955116396125514,0.747379168057724,0.5071937314960105,2.4480921017677026,1.3427450799770766,-1.4107159491568508,-0.09899839763574768,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-1.7788803055597064,1.5430355972215128,-0.5243789198968988,-0.6110871236568205,0.5259251726108084,-0.1804699441460196,0.07862909735699482,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
0.6493294407331511,-0.7784090431622539,1.142007670814724,-1.2108551384467658,-0.9637729915971456,0.7098737243122913,0.7659116609363399,-0.6805741796460443,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
-1.3600515197514915,2.455700324791745,-0.8417858895562554,-0.8520236136188436,1.1018626188360274,0.03558019749218499,-0.7382748068430053,1.4693475449216777,-0.015566205714900916,-0.3556456542049847,-0.3802631032952236
